Date/Time;CV1_SP;CV1_AV;CV2_SP;CV2_AV;CV3_SP;CV3_AV;SV1_SP;SV2_SP;SV3_SP;MV1_AV;MV2_AV;MV3_AV;MV4_AV;MV5_AV;MV6_AV;
2025.02.21 00:00:17;25.000;25.009;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:01:17;25.000;25.006;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:02:17;25.000;25.010;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:03:17;25.000;25.011;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:04:17;25.000;25.005;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:05:17;25.000;25.005;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:06:17;25.000;25.005;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:07:17;25.000;25.007;0.000;0.000;0.600;0.707;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:08:17;25.000;25.003;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:09:17;25.000;25.005;0.000;0.000;0.600;0.707;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:10:18;25.000;25.001;0.000;0.000;0.600;0.708;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:11:18;25.000;25.007;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:12:18;25.000;25.005;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:13:18;25.000;25.004;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:14:18;25.000;25.005;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:15:19;25.000;25.003;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:16:19;25.000;25.006;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:17:19;25.000;25.006;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:18:19;25.000;25.005;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:19:19;25.000;25.004;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:20:19;25.000;25.005;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:21:19;25.000;25.004;0.000;0.000;0.600;0.705;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:22:19;25.000;25.010;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:23:20;25.000;25.005;0.000;0.000;0.600;0.705;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:24:20;25.000;25.009;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:25:20;25.000;25.004;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:26:20;25.000;25.003;0.000;0.000;0.600;0.705;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:27:20;25.000;25.006;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:28:20;25.000;25.005;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:29:21;25.000;25.009;0.000;0.000;0.600;0.705;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:30:21;25.000;25.004;0.000;0.000;0.600;0.705;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:31:21;25.000;25.008;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:32:21;25.000;25.013;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:33:21;25.000;25.009;0.000;0.000;0.600;0.705;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:34:21;25.000;25.014;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:35:21;25.000;25.015;0.000;0.000;0.600;0.705;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:36:21;25.000;25.009;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:37:21;25.000;25.007;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:38:21;25.000;25.011;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:39:22;25.000;25.006;0.000;0.000;0.600;0.705;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:40:22;25.000;25.007;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:41:22;25.000;25.015;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:42:22;25.000;25.013;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:43:22;25.000;25.006;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:44:22;25.000;25.003;0.000;0.000;0.600;0.705;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:45:22;25.000;25.004;0.000;0.000;0.600;0.705;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:46:22;25.000;25.000;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:47:23;25.000;24.997;0.000;0.000;0.600;0.705;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:48:23;25.000;24.998;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:49:23;25.000;24.996;0.000;0.000;0.600;0.705;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:50:23;25.000;25.001;0.000;0.000;0.600;0.706;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:51:23;25.000;24.997;0.000;0.000;0.600;0.705;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
2025.02.21 00:52:23;25.000;24.999;0.000;0.000;0.600;0.704;100.000;5.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000
